"tx_acc1","tx_form","tx_courses","heurstag","tx_tpf","secteur_ensemble","secteur","taille","NAME_FREN","iso3_code"
39.15,89.14,85.17,71,2.1,NA,"Commerce de gros","50 à 249","Pologne","POL"
62.15,100,100,64,3.15,NA,"Commerce de détail","50 à 249","Pologne","POL"
77.11,100,100,1,2.16,NA,"Transports","50 à 249","Pologne","POL"
38.14,100,95.12,2,3.12,NA,"Hébergement, Restauration","50 à 249","Pologne","POL"
51.11,88.13,81,92,3.13,NA,"Edition, Production de films cinématographiques","50 à 249","Pologne","POL"
53.1,104,90.14,33,2.14,NA,"Activités des services financiers","50 à 249","Pologne","POL"
28.11,93.16,89,30,3,NA,"Activités auxiliaires de services financiers et d'assurance","50 à 249","Pologne","POL"
31.15,95.12,89.9,70,3.14,NA,"Activités des organisations associatives","50 à 249","Pologne","POL"
52,93.1,78.14,61,1.14,NA,"Activités immobilières","50 à 249","Pologne","POL"
29.17,93,84,11,2.1,NA,"Activités juridiques et comptables","50 à 249","Pologne","POL"
43.11,96.16,92.16,72,2.9,NA,"Activités de location","50 à 249","Pologne","POL"
61,98.1,96.11,5,2.9,NA,"Activités créatives, artistiques et de spectacle","50 à 249","Pologne","POL"
54.13,84,100,87,0,NA,"Agriculture, sylviculture et pêche","50 à 249","Pologne","POL"
68.14,83,97.17,43,0,NA,"Enseignement","50 à 249","Pologne","POL"
41.1,94.16,88.16,66,0,NA,"Administration publique et santé","50 à 249","Pologne","POL"
46,100,80.13,60,2.15,NA,"Ensemble des secteurs","250 à 499","Pologne","POL"
66.13,100,98.1,34,3,NA,"Industries extractives","250 à 499","Pologne","POL"
56.17,100,96.14,81,2.5,NA,"Industries alimentaire","250 à 499","Pologne","POL"
66.1,100,100,32,2.8,NA,"Fabrication de textiles","250 à 499","Pologne","POL"
50.16,86.7,86.7,83,2.3,NA,"Industrie du papier et du carton","250 à 499","Pologne","POL"
48.15,100,100,73,2.3,NA,"Cockefaction et raffinage","250 à 499","Pologne","POL"
56.1,100,100,63,3.34,NA,"Métallurgie","250 à 499","Pologne","POL"
58.15,98.17,96.13,97,3.36,NA,"Fabrication de produits informatiques","250 à 499","Pologne","POL"
36.13,97.1,92.1,50,2,NA,"Industrie automobile","250 à 499","Pologne","POL"
58.9,100,100,88,2.12,NA,"Fabrication de meubles","250 à 499","Pologne","POL"
32.16,96.1,93.1,13,1.15,NA,"Production et distribution d'électricité","250 à 499","Pologne","POL"
50.11,99.11,97.17,20,3.1,NA,"Construction","250 à 499","Pologne","POL"
58.17,0,91.14,91,2.1,NA,"Commerce et réparation d'automobiles","250 à 499","Pologne","POL"
55.1,0,93.12,82,2.11,NA,"Commerce de gros","250 à 499","Pologne","POL"
77,0,100,37,4.69,NA,"Commerce de détail","250 à 499","Pologne","POL"
77.17,0,100,96,4.73,NA,"Transports","250 à 499","Pologne","POL"
39.17,0,100,19,3.11,NA,"Hébergement, Restauration","250 à 499","Pologne","POL"
67.9,0,100,3,2.16,NA,"Edition, Production de films cinématographiques","250 à 499","Pologne","POL"
65.1,99.9,98.13,95,3.9,NA,"Activités des services financiers","250 à 499","Pologne","POL"
33.15,97.11,93.16,22,2.19,NA,"Activités auxiliaires de services financiers et d'assurance","250 à 499","Pologne","POL"
45.12,84.7,84.7,77,2.2,NA,"Activités des organisations associatives","250 à 499","Pologne","POL"
43.1,100,100,79,3.5,NA,"Activités immobilières","250 à 499","Pologne","POL"
273,95.14,93.1,28,3.2,NA,"Activités juridiques et comptables","250 à 499","Pologne","POL"
288,98.1,96.1,68,3.4,NA,"Activités de location","250 à 499","Pologne","POL"
51.1,99.16,97.17,67,3.4,NA,"Activités créatives, artistiques et de spectacle","250 à 499","Pologne","POL"
67.9,100,100,15,3.6,NA,"Agriculture, sylviculture et pêche","250 à 499","Pologne","POL"
73.14,100,100,27,3.5,NA,"Enseignement","250 à 499","Pologne","POL"
55.37,100,100,46,2.1,NA,"Administration publique et santé","250 à 499","Pologne","POL"
55.39,100,100,56,2.9,NA,"Ensemble des secteurs","500 à 999","Pologne","POL"
73.12,100,100,47,2.7,NA,"Industries extractives","500 à 999","Pologne","POL"
59.14,100,100,45,3.6,NA,"Industries alimentaire","500 à 999","Pologne","POL"
67.17,100,100,8,3.5,NA,"Fabrication de textiles","500 à 999","Pologne","POL"
62.1,100,100,51,3.6,NA,"Industrie du papier et du carton","500 à 999","Pologne","POL"
44.17,100,100,90,2.15,NA,"Cockefaction et raffinage","500 à 999","Pologne","POL"
66.13,100,100,10,3.21,NA,"Métallurgie","500 à 999","Pologne","POL"
57.12,100,96.16,12,3.22,NA,"Fabrication de produits informatiques","500 à 999","Pologne","POL"
40.12,100,100,4,2.6,NA,"Industrie automobile","500 à 999","Pologne","POL"
55.9,100,100,65,2.5,NA,"Fabrication de meubles","500 à 999","Pologne","POL"
44.11,98.1,90.16,6,2.2,NA,"Production et distribution d'électricité","500 à 999","Pologne","POL"
58.15,100,100,58,3.16,NA,"Construction","500 à 999","Pologne","POL"
144.11,100,100,99,2.114,NA,"Commerce et réparation d'automobiles","500 à 999","Pologne","POL"
55.13,100,96.52,85,2.121,NA,"Commerce de gros","500 à 999","Pologne","POL"
84.9,100,96.55,24,4,NA,"Commerce de détail","500 à 999","Pologne","POL"
82.12,100,100,94,4.14,NA,"Transports","500 à 999","Pologne","POL"
75.14,100,100,80,5.1,NA,"Hébergement, Restauration","500 à 999","Pologne","POL"
64,100,95.15,21,3.4,NA,"Edition, Production de films cinématographiques","500 à 999","Pologne","POL"
64.9,100,100,100,3.5,NA,"Activités des services financiers","500 à 999","Pologne","POL"
20.17,100,95.13,7,3.8,NA,"Activités auxiliaires de services financiers et d'assurance","500 à 999","Pologne","POL"
49.15,100,100,14,5,NA,"Activités des organisations associatives","500 à 999","Pologne","POL"
60.11,100,100,59,2.9,NA,"Activités immobilières","500 à 999","Pologne","POL"
40.12,100,94.13,36,3.1,NA,"Activités juridiques et comptables","500 à 999","Pologne","POL"
48.9,99.11,96.16,17,3.8,NA,"Activités de location","500 à 999","Pologne","POL"
63.1,99.12,98.16,44,3.7,NA,"Activités créatives, artistiques et de spectacle","500 à 999","Pologne","POL"
58.17,100,100,52,2.13,NA,"Agriculture, sylviculture et pêche","500 à 999","Pologne","POL"
80.1,100,100,57,3.13,NA,"Enseignement","500 à 999","Pologne","POL"
32.17,100,100,38,3,NA,"Administration publique et santé","500 à 999","Pologne","POL"
62.11,100,100,18,2.12,NA,"Ensemble des secteurs","1000 et plus","Pologne","POL"
71.9,100,100,98,3.8,NA,"Industries extractives","1000 et plus","Pologne","POL"
72.12,100,100,93,3.5,NA,"Industries alimentaire","1000 et plus","Pologne","POL"
67.14,100,100,42,3.5,NA,"Fabrication de textiles","1000 et plus","Pologne","POL"
77.14,100,100,53,4,NA,"Industrie du papier et du carton","1000 et plus","Pologne","POL"
54.15,100,83.11,84,2.17,NA,"Cockefaction et raffinage","1000 et plus","Pologne","POL"
45.17,100,100,9,7,NA,"Métallurgie","1000 et plus","Pologne","POL"
68.1,100,100,86,4.9,NA,"Fabrication de produits informatiques","1000 et plus","Pologne","POL"
47.16,88.3,88.3,89,3.14,NA,"Industrie automobile","1000 et plus","Pologne","POL"
51.9,100,100,23,2.9,NA,"Fabrication de meubles","1000 et plus","Pologne","POL"
63.1,98.17,97.17,75,2.4,NA,"Production et distribution d'électricité","1000 et plus","Pologne","POL"
68,100,100,31,2.7,NA,"Construction","1000 et plus","Pologne","POL"
38.12,100,100,62,2,NA,"Commerce et réparation d'automobiles","1000 et plus","Pologne","POL"
75.1,100,100,35,2.17,NA,"Commerce de gros","1000 et plus","Pologne","POL"
93.17,100,100,78,5,NA,"Commerce de détail","1000 et plus","Pologne","POL"
95.17,100,100,29,4.12,NA,"Transports","1000 et plus","Pologne","POL"
40,100,100,54,2.24,NA,"Hébergement, Restauration","1000 et plus","Pologne","POL"
66.14,100,90.11,41,2.26,NA,"Edition, Production de films cinématographiques","1000 et plus","Pologne","POL"
73.12,96.3,96.3,55,4.12,NA,"Activités des services financiers","1000 et plus","Pologne","POL"
38.1,98.8,98.8,40,3,NA,"Activités auxiliaires de services financiers et d'assurance","1000 et plus","Pologne","POL"
76.16,100,87.13,26,2.16,NA,"Activités des organisations associatives","1000 et plus","Pologne","POL"
62.16,100,100,69,4.12,NA,"Activités immobilières","1000 et plus","Pologne","POL"
56,99.12,98.11,74,3.15,NA,"Activités juridiques et comptables","1000 et plus","Pologne","POL"
66.1,100,100,49,2.8,NA,"Activités de location","1000 et plus","Pologne","POL"
50.16,86.7,86.7,16,2.3,NA,"Activités créatives, artistiques et de spectacle","1000 et plus","Pologne","POL"
48.15,100,100,25,2.3,NA,"Enseignement","1000 et plus","Pologne","POL"
56.1,100,100,39,3.34,NA,"Administration publique et santé","1000 et plus","Pologne","POL"
58.15,98.17,96.13,48,3.36,NA,"Ensemble des secteurs","Ensemble","Portugal","PRT"
36.13,97.1,92.1,76,2,NA,"Industries extractives","Ensemble","Portugal","PRT"
58.9,100,100,71,2.12,NA,"Industries alimentaire","Ensemble","Portugal","PRT"
32.16,96.1,93.1,64,1.15,NA,"Fabrication de textiles","Ensemble","Portugal","PRT"
50.11,99.11,97.17,1,3.1,NA,"Industrie du papier et du carton","Ensemble","Portugal","PRT"
58.17,0,91.14,2,2.1,NA,"Cockefaction et raffinage","Ensemble","Portugal","PRT"
55.1,0,93.12,92,2.11,NA,"Métallurgie","Ensemble","Portugal","PRT"
77,0,100,33,4.69,NA,"Fabrication de produits informatiques","Ensemble","Portugal","PRT"
77.17,0,100,30,4.73,NA,"Industrie automobile","Ensemble","Portugal","PRT"
39.17,0,100,70,3.11,NA,"Fabrication de meubles","Ensemble","Portugal","PRT"
67.9,0,100,61,2.16,NA,"Production et distribution d'électricité","Ensemble","Portugal","PRT"
65.1,99.9,98.13,11,3.9,NA,"Construction","Ensemble","Portugal","PRT"
33.15,97.11,93.16,72,2.19,NA,"Commerce et réparation d'automobiles","Ensemble","Portugal","PRT"
45.12,84.7,84.7,5,2.2,NA,"Commerce de gros","Ensemble","Portugal","PRT"
43.1,100,100,87,3.5,NA,"Commerce de détail","Ensemble","Portugal","PRT"
273,95.14,93.1,43,3.2,NA,"Transports","Ensemble","Portugal","PRT"
288,98.1,96.1,66,3.4,NA,"Hébergement, Restauration","Ensemble","Portugal","PRT"
51.1,99.16,97.17,60,3.4,NA,"Edition, Production de films cinématographiques","Ensemble","Portugal","PRT"
67.9,100,100,34,3.6,NA,"Activités des services financiers","Ensemble","Portugal","PRT"
73.14,100,100,81,3.5,NA,"Activités auxiliaires de services financiers et d'assurance","Ensemble","Portugal","PRT"
55.37,100,100,32,2.1,NA,"Activités des organisations associatives","Ensemble","Portugal","PRT"
55.39,100,100,83,2.9,NA,"Activités immobilières","Ensemble","Portugal","PRT"
73.12,100,100,73,2.7,NA,"Activités juridiques et comptables","Ensemble","Portugal","PRT"
59.14,100,100,63,3.6,NA,"Activités de location","Ensemble","Portugal","PRT"
67.17,100,100,97,3.5,NA,"Activités créatives, artistiques et de spectacle","Ensemble","Portugal","PRT"
62.1,100,100,50,3.6,NA,"Agriculture, sylviculture et pêche","Ensemble","Portugal","PRT"
44.17,100,100,88,2.15,NA,"Enseignement","Ensemble","Portugal","PRT"
66.13,100,100,13,3.21,NA,"Administration publique et santé","Ensemble","Portugal","PRT"
57.12,100,96.16,20,3.22,NA,"Ensemble des secteurs","1 à 3","Portugal","PRT"
40.12,100,100,91,2.6,NA,"Industries extractives","1 à 3","Portugal","PRT"
55.9,100,100,82,2.5,NA,"Industries alimentaire","1 à 3","Portugal","PRT"
44.11,98.1,90.16,37,2.2,NA,"Fabrication de textiles","1 à 3","Portugal","PRT"
58.15,100,100,96,3.16,NA,"Industrie du papier et du carton","1 à 3","Portugal","PRT"
144.11,100,100,19,2.114,NA,"Cockefaction et raffinage","1 à 3","Portugal","PRT"
55.13,100,96.52,3,2.121,NA,"Métallurgie","1 à 3","Portugal","PRT"
84.9,100,96.55,95,4,NA,"Fabrication de produits informatiques","1 à 3","Portugal","PRT"
82.12,100,100,22,4.14,NA,"Industrie automobile","1 à 3","Portugal","PRT"
75.14,100,100,77,5.1,NA,"Fabrication de meubles","1 à 3","Portugal","PRT"
64,100,95.15,79,3.4,NA,"Production et distribution d'électricité","1 à 3","Portugal","PRT"
64.9,100,100,28,3.5,NA,"Construction","1 à 3","Portugal","PRT"
20.17,100,95.13,68,3.8,NA,"Commerce et réparation d'automobiles","1 à 3","Portugal","PRT"
49.15,100,100,67,5,NA,"Commerce de gros","1 à 3","Portugal","PRT"
60.11,100,100,15,2.9,NA,"Commerce de détail","1 à 3","Portugal","PRT"
40.12,100,94.13,27,3.1,NA,"Transports","1 à 3","Portugal","PRT"
48.9,99.11,96.16,46,3.8,NA,"Hébergement, Restauration","1 à 3","Portugal","PRT"
63.1,99.12,98.16,56,3.7,NA,"Edition, Production de films cinématographiques","1 à 3","Portugal","PRT"
58.17,100,100,47,2.13,NA,"Activités des services financiers","1 à 3","Portugal","PRT"
80.1,100,100,45,3.13,NA,"Activités auxiliaires de services financiers et d'assurance","1 à 3","Portugal","PRT"
39.15,30.11,28.12,8,2.8,NA,"Activités des organisations associatives","1 à 3","Portugal","PRT"
44.6,61.11,59.12,51,2.1,NA,"Activités immobilières","1 à 3","Portugal","PRT"
44.63,26.1,19.18,90,2.7,NA,"Activités juridiques et comptables","1 à 3","Portugal","PRT"
32.18,28.12,26.1,10,2.2,NA,"Activités de location","1 à 3","Portugal","PRT"
35.15,43,29.17,12,2.5,NA,"Activités créatives, artistiques et de spectacle","1 à 3","Portugal","PRT"
59.11,51.13,47.13,4,3,NA,"Agriculture, sylviculture et pêche","1 à 3","Portugal","PRT"
38.17,48.11,47,65,2.21,NA,"Enseignement","1 à 3","Portugal","PRT"
63.15,47.17,43.17,6,2.22,NA,"Administration publique et santé","1 à 3","Portugal","PRT"
69.13,56.14,52.15,58,3.16,NA,"Ensemble des secteurs","4 à 9","Portugal","PRT"
32.13,30.11,28.16,99,2.17,NA,"Industries extractives","4 à 9","Portugal","PRT"
47.11,39.15,37.13,85,5.18,NA,"Industries alimentaire","4 à 9","Portugal","PRT"
27.3,27.2,25.15,24,2.16,NA,"Fabrication de textiles","4 à 9","Portugal","PRT"
25.16,29.8,29.1,94,2,NA,"Industrie du papier et du carton","4 à 9","Portugal","PRT"
34.76,34.9,32.18,80,2.8,NA,"Cockefaction et raffinage","4 à 9","Portugal","PRT"
34.8,24.17,23.12,21,2.3,NA,"Métallurgie","4 à 9","Portugal","PRT"
47.14,49.16,47.14,100,2.6,NA,"Fabrication de produits informatiques","4 à 9","Portugal","PRT"
18.15,19.12,15.16,7,1.17,NA,"Industrie automobile","4 à 9","Portugal","PRT"
46.12,32.12,27.18,14,2.13,NA,"Fabrication de meubles","4 à 9","Portugal","PRT"
78.16,22.11,21.17,59,4.11,NA,"Production et distribution d'électricité","4 à 9","Portugal","PRT"
59.16,43.1,42.17,36,3.13,NA,"Construction","4 à 9","Portugal","PRT"
26.1,34.1,32.12,17,2.9,NA,"Commerce et réparation d'automobiles","4 à 9","Portugal","PRT"
46,23.1,22.1,44,2.3,NA,"Commerce de gros","4 à 9","Portugal","PRT"
46.17,42.11,40.18,52,2.9,NA,"Commerce de détail","4 à 9","Portugal","PRT"
33.1,34.13,32.18,57,2.6,NA,"Transports","4 à 9","Portugal","PRT"
20.17,30.12,28.17,38,6.18,NA,"Hébergement, Restauration","4 à 9","Portugal","PRT"
14.12,487,17.16,18,1.14,NA,"Edition, Production de films cinématographiques","4 à 9","Portugal","PRT"
30.16,513,40.15,98,2.13,NA,"Activités des services financiers","4 à 9","Portugal","PRT"
41.1,33.1,31.16,93,3,NA,"Activités auxiliaires de services financiers et d'assurance","4 à 9","Portugal","PRT"
13.17,0,18.17,42,2.17,NA,"Activités des organisations associatives","4 à 9","Portugal","PRT"
-630,0,-840,53,2,NA,"Activités immobilières","4 à 9","Portugal","PRT"
-645,0,-860,84,0.24,NA,"Activités juridiques et comptables","4 à 9","Portugal","PRT"
-660,0,-880,9,0.25,NA,"Activités de location","4 à 9","Portugal","PRT"
-675,0,-900,86,1,NA,"Activités créatives, artistiques et de spectacle","4 à 9","Portugal","PRT"
-690,0,-920,89,0.6,NA,"Agriculture, sylviculture et pêche","4 à 9","Portugal","PRT"
8.12,9.3,9.3,23,0.6,NA,"Enseignement","4 à 9","Portugal","PRT"
10.13,20.2,20.2,75,0.8,NA,"Administration publique et santé","4 à 9","Portugal","PRT"
0,0,0,31,0.7,NA,"Ensemble des secteurs","10 à 19","Portugal","PRT"
14.12,11.3,11.3,62,1,NA,"Industries extractives","10 à 19","Portugal","PRT"
0,324,324,35,0.15,NA,"Industries alimentaire","10 à 19","Portugal","PRT"
11.14,342,342,78,4.17,NA,"Fabrication de textiles","10 à 19","Portugal","PRT"
9.118,17.8,17.8,29,1.11,NA,"Industrie du papier et du carton","10 à 19","Portugal","PRT"
9.125,15.1,15.1,54,0.17,NA,"Cockefaction et raffinage","10 à 19","Portugal","PRT"
14.11,17.3,17.3,41,1.1,NA,"Métallurgie","10 à 19","Portugal","PRT"
13.15,29.2,29.2,55,0.9,NA,"Fabrication de produits informatiques","10 à 19","Portugal","PRT"
4.11,7.9,7.9,40,0.9,NA,"Industrie automobile","10 à 19","Portugal","PRT"
8.13,13.8,13.8,26,2.1,NA,"Fabrication de meubles","10 à 19","Portugal","PRT"
9.17,10,10,69,1.1,NA,"Production et distribution d'électricité","10 à 19","Portugal","PRT"
37.17,32.6,32.6,74,38,NA,"Construction","10 à 19","Portugal","PRT"
16.18,23.4,23.4,49,40,NA,"Commerce et réparation d'automobiles","10 à 19","Portugal","PRT"
28,20.2,20.2,16,2.12,NA,"Commerce de gros","10 à 19","Portugal","PRT"
25.11,29.7,29.7,25,3.11,NA,"Commerce de détail","10 à 19","Portugal","PRT"
23.12,27.14,26.18,39,2.13,NA,"Transports","10 à 19","Portugal","PRT"
8.1,23.16,23,48,21.15,NA,"Hébergement, Restauration","10 à 19","Portugal","PRT"
9.14,14.7,14.7,76,1.6,NA,"Edition, Production de films cinématographiques","10 à 19","Portugal","PRT"
17.1,26.11,22.14,71,1.6,NA,"Activités des services financiers","10 à 19","Portugal","PRT"
12.1,12.2,12.2,64,1,NA,"Activités auxiliaires de services financiers et d'assurance","10 à 19","Portugal","PRT"
24.14,35.18,32.1,1,2.11,NA,"Activités des organisations associatives","10 à 19","Portugal","PRT"
0,0,0,2,0.6,NA,"Activités immobilières","10 à 19","Portugal","PRT"
2.18,35.11,20.17,92,0.7,NA,"Activités juridiques et comptables","10 à 19","Portugal","PRT"
360,1800,1800,33,0.5,NA,"Activités de location","10 à 19","Portugal","PRT"
380,1900,1900,30,0.9,NA,"Activités créatives, artistiques et de spectacle","10 à 19","Portugal","PRT"
7.13,31.12,22.15,70,0.9,NA,"Agriculture, sylviculture et pêche","10 à 19","Portugal","PRT"
25,35.7,35.7,61,1.5,NA,"Enseignement","10 à 19","Portugal","PRT"
22.12,32.7,32.7,11,1.1,NA,"Administration publique et santé","10 à 19","Portugal","PRT"
0,0,0,72,1.5,NA,"Ensemble des secteurs","20 à 49","Portugal","PRT"
9.17,41.3,41.3,5,3.15,NA,"Industries extractives","20 à 49","Portugal","PRT"
22.11,44.8,44.8,87,0.17,NA,"Industries alimentaire","20 à 49","Portugal","PRT"
15.17,41,28.14,43,1,NA,"Fabrication de textiles","20 à 49","Portugal","PRT"
11.99,31.5,31.5,66,1.12,NA,"Industrie du papier et du carton","20 à 49","Portugal","PRT"
11.105,38.13,35.17,60,8.11,NA,"Cockefaction et raffinage","20 à 49","Portugal","PRT"
15.1,26.17,24.18,34,4.11,NA,"Métallurgie","20 à 49","Portugal","PRT"
18.12,48.17,45.16,81,1.2,NA,"Fabrication de produits informatiques","20 à 49","Portugal","PRT"
9.18,26.18,19.15,32,1.8,NA,"Industrie automobile","20 à 49","Portugal","PRT"
15.12,57,34.17,83,1.7,NA,"Fabrication de meubles","20 à 49","Portugal","PRT"
30,23.9,23.9,73,1.1,NA,"Production et distribution d'électricité","20 à 49","Portugal","PRT"
46.12,65.2,65.2,63,3.12,NA,"Construction","20 à 49","Portugal","PRT"
20.12,56.12,52,97,5.17,NA,"Commerce et réparation d'automobiles","20 à 49","Portugal","PRT"
30.12,21.17,16.1,50,1.4,NA,"Commerce de gros","20 à 49","Portugal","PRT"
32.15,50.17,48.16,88,1.9,NA,"Commerce de détail","20 à 49","Portugal","PRT"
79.17,40.14,39.16,13,1.7,NA,"Transports","20 à 49","Portugal","PRT"
13.15,42.16,40,20,3.11,NA,"Hébergement, Restauration","20 à 49","Portugal","PRT"
8.14,36.18,27.14,91,1.55,NA,"Edition, Production de films cinématographiques","20 à 49","Portugal","PRT"
28.18,67.16,65.14,82,1.58,NA,"Activités des services financiers","20 à 49","Portugal","PRT"
41.17,37,37,37,19,NA,"Activités auxiliaires de services financiers et d'assurance","20 à 49","Portugal","PRT"
22.11,61.12,53.15,96,20,NA,"Activités des organisations associatives","20 à 49","Portugal","PRT"
32.13,75.18,69.17,19,1.4,NA,"Activités immobilières","20 à 49","Portugal","PRT"
16.16,43.11,39.14,3,1.4,NA,"Activités juridiques et comptables","20 à 49","Portugal","PRT"
28,57.1,53.15,95,1.2,NA,"Activités de location","20 à 49","Portugal","PRT"
10.14,53.11,37.17,22,1.5,NA,"Activités créatives, artistiques et de spectacle","20 à 49","Portugal","PRT"
