"tx_acc1","tx_form","tx_courses","heurstag","tx_tpf","secteur_ensemble","secteur","taille","NAME_FREN","iso3_code"
25.7,29.8,29.1,24,2,0,"Activités immobilières","1 à 3","Belgique","BEL"
34.4,34.9,32.9,29,2.8,0,"Activités juridiques et comptables","1 à 3","Belgique","BEL"
34.8,24.8,23.3,27,2.3,0,"Activités de location","1 à 3","Belgique","BEL"
47.5,49.7,47.5,27,2.6,0,"Activités créatives, artistiques et de spectacle","1 à 3","Belgique","BEL"
18.6,19.3,15.7,25,1.8,0,"Agriculture, sylviculture et pêche","1 à 3","Belgique","BEL"
46.3,32.3,27.9,32,2.4,0,"Enseignement","1 à 3","Belgique","BEL"
78.7,22.2,21.8,24,4.2,0,"Administration publique et santé","1 à 3","Belgique","BEL"
59.7,43.1,42.8,23,3.4,1,"Ensemble des secteurs","4 à 9","Belgique","BEL"
26.1,34.1,32.3,63,2.9,0,"Industries extractives","4 à 9","Belgique","BEL"
37,23.1,22.1,32,2.3,0,"Industries alimentaire","4 à 9","Belgique","BEL"
46.8,42.2,40.9,31,2.9,0,"Fabrication de textiles","4 à 9","Belgique","BEL"
33.1,34.4,32.9,25,2.6,0,"Industrie du papier et du carton","4 à 9","Belgique","BEL"
20.8,30.3,28.8,87,6.9,0,"Cockefaction et raffinage","4 à 9","Belgique","BEL"
14.3,19,17.7,31,1.5,0,"Métallurgie","4 à 9","Belgique","BEL"
30.7,45,40.6,20,2.4,0,"Fabrication de produits informatiques","4 à 9","Belgique","BEL"
41.1,33.1,31.7,27,3,0,"Industrie automobile","4 à 9","Belgique","BEL"
13.8,19,18.8,100,2.8,0,"Fabrication de meubles","4 à 9","Belgique","BEL"
75,100,100,9,2,0,"Production et distribution d'électricité","4 à 9","Belgique","BEL"
0,0,0,11,0.6,0,"Construction","4 à 9","Belgique","BEL"
0,0,0,72,0.7,0,"Commerce et réparation d'automobiles","4 à 9","Belgique","BEL"
0,0,0,5,1,0,"Commerce de gros","4 à 9","Belgique","BEL"
0,0,0,87,0.6,0,"Commerce de détail","4 à 9","Belgique","BEL"
8.3,9.3,9.3,12,0.6,0,"Transports","4 à 9","Belgique","BEL"
10.4,20.2,20.2,16,0.8,0,"Hébergement, Restauration","4 à 9","Belgique","BEL"
0,0,0,43,0.7,0,"Edition, Production de films cinématographiques","4 à 9","Belgique","BEL"
14.3,11.3,11.3,25,1,0,"Activités des services financiers","4 à 9","Belgique","BEL"
0,0,0,66,0.6,0,"Activités auxiliaires de services financiers et d'assurance","4 à 9","Belgique","BEL"
11.5,18,18,379,4.8,0,"Activités des organisations associatives","4 à 9","Belgique","BEL"
9.8,17.8,17.8,37,1.2,0,"Activités immobilières","4 à 9","Belgique","BEL"
9.1,15.1,15.1,45,0.8,0,"Activités juridiques et comptables","4 à 9","Belgique","BEL"
14.2,17.3,17.3,14,1.1,0,"Activités de location","4 à 9","Belgique","BEL"
13.6,29.2,29.2,24,0.9,0,"Activités créatives, artistiques et de spectacle","4 à 9","Belgique","BEL"
4.2,7.9,7.9,27,0.9,0,"Agriculture, sylviculture et pêche","4 à 9","Belgique","BEL"
8.4,13.8,13.8,173,2.1,0,"Enseignement","4 à 9","Belgique","BEL"
9.8,10,10,25,1.1,0,"Administration publique et santé","4 à 9","Belgique","BEL"
37.8,32.6,32.6,17,2,1,"Ensemble des secteurs","10 à 19","Belgique","BEL"
16.9,23.4,23.4,102,4,0,"Industries extractives","10 à 19","Belgique","BEL"
19,20.2,20.2,101,2.3,0,"Industries alimentaire","10 à 19","Belgique","BEL"
25.2,29.7,29.7,88,3.2,0,"Fabrication de textiles","10 à 19","Belgique","BEL"
23.3,27.5,26.9,37,2.4,0,"Industrie du papier et du carton","10 à 19","Belgique","BEL"
8.1,23.7,23,279,21.6,0,"Cockefaction et raffinage","10 à 19","Belgique","BEL"
9.5,14.7,14.7,41,1.6,0,"Métallurgie","10 à 19","Belgique","BEL"
17.1,26.2,22.5,30,1.6,0,"Fabrication de produits informatiques","10 à 19","Belgique","BEL"
12.1,12.2,12.2,15,1,0,"Industrie automobile","10 à 19","Belgique","BEL"
24.5,35.9,32.1,46,2.2,0,"Fabrication de meubles","10 à 19","Belgique","BEL"
0,0,0,60,0.6,0,"Production et distribution d'électricité","10 à 19","Belgique","BEL"
2.9,35.2,20.8,13,0.7,0,"Construction","10 à 19","Belgique","BEL"
0,0,0,34,0.5,0,"Commerce et réparation d'automobiles","10 à 19","Belgique","BEL"
20,100,100,21,0.9,0,"Commerce de gros","10 à 19","Belgique","BEL"
7.4,31.3,22.6,17,0.9,0,"Commerce de détail","10 à 19","Belgique","BEL"
16,35.7,35.7,52,1.5,0,"Transports","10 à 19","Belgique","BEL"
22.3,32.7,32.7,18,1.1,0,"Hébergement, Restauration","10 à 19","Belgique","BEL"
0,0,0,81,1.5,0,"Edition, Production de films cinématographiques","10 à 19","Belgique","BEL"
9.8,41.3,41.3,280,3.6,0,"Activités des services financiers","10 à 19","Belgique","BEL"
22.2,44.8,44.8,16,0.8,0,"Activités auxiliaires de services financiers et d'assurance","10 à 19","Belgique","BEL"
15.8,32,28.5,26,1,0,"Activités des organisations associatives","10 à 19","Belgique","BEL"
11.9,31.5,31.5,59,1.3,0,"Activités immobilières","10 à 19","Belgique","BEL"
11.3,38.4,35.8,199,8.2,0,"Activités juridiques et comptables","10 à 19","Belgique","BEL"
15.1,26.8,24.9,195,4.2,0,"Activités de location","10 à 19","Belgique","BEL"
18.3,48.8,45.7,23,1.2,0,"Activités créatives, artistiques et de spectacle","10 à 19","Belgique","BEL"
9.9,26.9,19.6,63,1.8,0,"Agriculture, sylviculture et pêche","10 à 19","Belgique","BEL"
15.3,48,34.8,112,1.7,0,"Enseignement","10 à 19","Belgique","BEL"
21,23.9,23.9,14,1.1,0,"Administration publique et santé","10 à 19","Belgique","BEL"
46.3,65.2,65.2,36,3.3,1,"Ensemble des secteurs","20 à 49","Belgique","BEL"
20.3,56.3,52,130,5.8,0,"Industries extractives","20 à 49","Belgique","BEL"
30.3,21.8,16.1,11,1.4,0,"Industries alimentaire","20 à 49","Belgique","BEL"
32.6,50.8,48.7,51,1.9,0,"Fabrication de textiles","20 à 49","Belgique","BEL"
79.8,40.5,39.7,12,1.7,0,"Industrie du papier et du carton","20 à 49","Belgique","BEL"
13.6,42.7,40,84,3.2,0,"Cockefaction et raffinage","20 à 49","Belgique","BEL"
8.5,36.9,27.5,46,1.1,0,"Métallurgie","20 à 49","Belgique","BEL"
28.9,67.7,65.5,14,1.4,0,"Fabrication de produits informatiques","20 à 49","Belgique","BEL"
41.8,37,37,22,1,0,"Industrie automobile","20 à 49","Belgique","BEL"
22.2,61.3,53.6,34,2,0,"Fabrication de meubles","20 à 49","Belgique","BEL"
32.4,75.9,69.8,18,1.4,0,"Production et distribution d'électricité","20 à 49","Belgique","BEL"
16.7,43.2,39.5,30,1.4,0,"Construction","20 à 49","Belgique","BEL"
19,57.1,53.6,35,1.2,0,"Commerce et réparation d'automobiles","20 à 49","Belgique","BEL"
10.5,53.2,37.8,51,1.5,0,"Commerce de gros","20 à 49","Belgique","BEL"
58.7,73.9,65.2,16,1.8,0,"Commerce de détail","20 à 49","Belgique","BEL"
20.7,61.4,59.2,25,1.4,0,"Transports","20 à 49","Belgique","BEL"
21.3,77.2,60.5,30,1.6,0,"Hébergement, Restauration","20 à 49","Belgique","BEL"
23.2,72.3,68.8,35,1.9,0,"Edition, Production de films cinématographiques","20 à 49","Belgique","BEL"
12.1,50.3,39.6,34,1.4,0,"Activités des services financiers","20 à 49","Belgique","BEL"
34.5,71.3,65.6,33,2,0,"Activités auxiliaires de services financiers et d'assurance","20 à 49","Belgique","BEL"
17.3,56.3,49.3,41,2.1,0,"Activités des organisations associatives","20 à 49","Belgique","BEL"
19.9,74.6,68,29,1.6,0,"Activités immobilières","20 à 49","Belgique","BEL"
19.6,62.2,55.5,33,1.6,0,"Activités juridiques et comptables","20 à 49","Belgique","BEL"
19.7,57,46.7,27,1.6,0,"Activités de location","20 à 49","Belgique","BEL"
24.7,67.5,62.5,36,1.9,0,"Activités créatives, artistiques et de spectacle","20 à 49","Belgique","BEL"
11.5,44.1,31,38,3.1,0,"Agriculture, sylviculture et pêche","20 à 49","Belgique","BEL"
17.5,63.4,51.4,42,1.4,0,"Enseignement","20 à 49","Belgique","BEL"
39.8,64,63.1,42,2.4,0,"Administration publique et santé","20 à 49","Belgique","BEL"
47.4,78.3,73.5,30,3.2,1,"Ensemble des secteurs","50 à 249","Belgique","BEL"
29.4,69.1,57.2,27,2.2,0,"Industries extractives","50 à 249","Belgique","BEL"
24.7,58.6,57.4,30,1.9,0,"Industries alimentaire","50 à 249","Belgique","BEL"
44.4,95.1,90.3,21,2.5,0,"Fabrication de textiles","50 à 249","Belgique","BEL"
61.2,100,100,18,2.7,0,"Industrie du papier et du carton","50 à 249","Belgique","BEL"
51.2,93.6,92,25,3.1,0,"Cockefaction et raffinage","50 à 249","Belgique","BEL"
39.2,91.8,89.8,22,2,0,"Métallurgie","50 à 249","Belgique","BEL"
40.8,96.1,92.8,23,2.8,0,"Fabrication de produits informatiques","50 à 249","Belgique","BEL"
50.9,93.1,93.1,19,2.8,0,"Industrie automobile","50 à 249","Belgique","BEL"
35,97.3,97.3,25,2.3,0,"Fabrication de meubles","50 à 249","Belgique","BEL"
76.3,100,96.4,9,1.8,0,"Production et distribution d'électricité","50 à 249","Belgique","BEL"
39.5,96.4,92.9,14,2,0,"Construction","50 à 249","Belgique","BEL"
47.6,89.9,89.9,49,4.1,0,"Commerce et réparation d'automobiles","50 à 249","Belgique","BEL"
55.8,100,97.8,19,2.9,0,"Commerce de gros","50 à 249","Belgique","BEL"
42.3,96.5,89.8,24,2.6,0,"Commerce de détail","50 à 249","Belgique","BEL"
36.5,94.1,88.6,18,1.8,0,"Transports","50 à 249","Belgique","BEL"
42.1,96.5,91.9,22,2.9,0,"Hébergement, Restauration","50 à 249","Belgique","BEL"
31.6,91.3,86,23,2,0,"Edition, Production de films cinématographiques","50 à 249","Belgique","BEL"
40.7,100,96.3,19,2.5,0,"Activités des services financiers","50 à 249","Belgique","BEL"
28.8,88.3,74.2,21,1,0,"Activités auxiliaires de services financiers et d'assurance","50 à 249","Belgique","BEL"
39.7,89.6,85.9,19,2.2,0,"Activités des organisations associatives","50 à 249","Belgique","BEL"
62.7,100,100,25,3.7,0,"Activités immobilières","50 à 249","Belgique","BEL"
77.3,100,100,19,2.8,0,"Activités juridiques et comptables","50 à 249","Belgique","BEL"
38.6,100,95.4,35,3.4,0,"Activités de location","50 à 249","Belgique","BEL"
51.3,88.5,81,35,3.3,0,"Activités créatives, artistiques et de spectacle","50 à 249","Belgique","BEL"
17.5,67.6,59.8,32,1.3,0,"Agriculture, sylviculture et pêche","50 à 249","Belgique","BEL"
22.4,77.2,68.4,27,1.6,0,"Enseignement","50 à 249","Belgique","BEL"
38,74.2,66.4,29,2.2,0,"Administration publique et santé","50 à 249","Belgique","BEL"
39.2,89.9,85.2,38,2.5,1,"Ensemble des secteurs","250 à 499","Belgique","BEL"
34.5,88,77.2,38,-0.8,0,"Industries extractives","250 à 499","Belgique","BEL"
44.9,89.9,85,13,1.8,0,"Industries alimentaire","250 à 499","Belgique","BEL"
37.6,88.7,81.9,32,2.8,0,"Fabrication de textiles","250 à 499","Belgique","BEL"
20.3,76.9,69.3,38,2.2,0,"Industrie du papier et du carton","250 à 499","Belgique","BEL"
28.9,77,69.6,60,3.1,0,"Cockefaction et raffinage","250 à 499","Belgique","BEL"
31,70.6,68.8,31,1.7,0,"Métallurgie","250 à 499","Belgique","BEL"
23.8,62.7,53.5,29,2.1,0,"Fabrication de produits informatiques","250 à 499","Belgique","BEL"
31.4,89.1,80.6,32,2.6,0,"Industrie automobile","250 à 499","Belgique","BEL"
44.4,95.1,90.3,21,2.5,0,"Fabrication de meubles","250 à 499","Belgique","BEL"
61.2,100,100,18,2.7,0,"Production et distribution d'électricité","250 à 499","Belgique","BEL"
51.2,93.6,92,25,3.1,0,"Construction","250 à 499","Belgique","BEL"
39.2,91.8,89.8,22,2,0,"Commerce et réparation d'automobiles","250 à 499","Belgique","BEL"
40.8,96.1,92.8,23,2.8,0,"Commerce de gros","250 à 499","Belgique","BEL"
50.9,93.1,93.1,19,2.8,0,"Commerce de détail","250 à 499","Belgique","BEL"
35,97.3,97.3,25,2.3,0,"Transports","250 à 499","Belgique","BEL"
76.3,100,96.4,9,1.8,0,"Hébergement, Restauration","250 à 499","Belgique","BEL"
39.5,96.4,92.9,14,2,0,"Edition, Production de films cinématographiques","250 à 499","Belgique","BEL"
47.6,89.9,89.9,49,4.1,0,"Activités des services financiers","250 à 499","Belgique","BEL"
55.8,100,97.8,19,2.9,0,"Activités auxiliaires de services financiers et d'assurance","250 à 499","Belgique","BEL"
42.3,96.5,89.8,24,2.6,0,"Activités des organisations associatives","250 à 499","Belgique","BEL"
36.5,94.1,88.6,18,1.8,0,"Activités immobilières","250 à 499","Belgique","BEL"
42.1,96.5,91.9,22,2.9,0,"Activités juridiques et comptables","250 à 499","Belgique","BEL"
31.6,91.3,86,23,2,0,"Activités de location","250 à 499","Belgique","BEL"
40.7,100,96.3,19,2.5,0,"Activités créatives, artistiques et de spectacle","250 à 499","Belgique","BEL"
28.8,88.3,74.2,21,1,0,"Agriculture, sylviculture et pêche","250 à 499","Belgique","BEL"
39.7,89.6,85.9,19,2.2,0,"Enseignement","250 à 499","Belgique","BEL"
62.7,100,100,25,3.7,0,"Administration publique et santé","250 à 499","Belgique","BEL"
77.3,100,100,19,2.8,1,"Ensemble des secteurs","500 à 999","Belgique","BEL"
38.6,100,95.4,35,3.4,0,"Industries extractives","500 à 999","Belgique","BEL"
51.3,88.5,81,35,3.3,0,"Industries alimentaire","500 à 999","Belgique","BEL"
53.2,96,90.6,22,2.6,0,"Fabrication de textiles","500 à 999","Belgique","BEL"
28.3,93.8,89,24,3,0,"Industrie du papier et du carton","500 à 999","Belgique","BEL"
31.7,95.4,89.1,39,3.6,0,"Cockefaction et raffinage","500 à 999","Belgique","BEL"
44,93.2,78.6,10,1.6,0,"Métallurgie","500 à 999","Belgique","BEL"
29.9,93,84,14,2.1,0,"Fabrication de produits informatiques","500 à 999","Belgique","BEL"
43.3,96.8,92.8,26,2.9,0,"Industrie automobile","500 à 999","Belgique","BEL"
53,98.2,96.3,20,2.9,0,"Fabrication de meubles","500 à 999","Belgique","BEL"
54.5,100,100,18,2,0,"Production et distribution d'électricité","500 à 999","Belgique","BEL"
68.6,99,97.9,18,3,0,"Construction","500 à 999","Belgique","BEL"
41.2,94.8,88.8,26,3,0,"Commerce et réparation d'automobiles","500 à 999","Belgique","BEL"
46,100,80.5,24,2.7,0,"Commerce de gros","500 à 999","Belgique","BEL"
66.5,100,98.2,19,3,0,"Commerce de détail","500 à 999","Belgique","BEL"
56.9,100,96.6,17,2.5,0,"Transports","500 à 999","Belgique","BEL"
66.2,100,100,17,2.8,0,"Hébergement, Restauration","500 à 999","Belgique","BEL"
50.8,86.7,86.7,13,2.3,0,"Edition, Production de films cinématographiques","500 à 999","Belgique","BEL"
48.7,100,100,16,2.3,0,"Activités des services financiers","500 à 999","Belgique","BEL"
56.2,100,100,24,3.2,0,"Activités auxiliaires de services financiers et d'assurance","500 à 999","Belgique","BEL"
58.7,98.9,96.5,22,3.4,0,"Activités des organisations associatives","500 à 999","Belgique","BEL"
36.5,97.2,92.2,15,2,0,"Activités immobilières","500 à 999","Belgique","BEL"
58.1,100,100,19,2.4,0,"Activités juridiques et comptables","500 à 999","Belgique","BEL"
32.8,96.2,93.2,13,1.7,0,"Activités de location","500 à 999","Belgique","BEL"
50.3,99.3,97.9,21,3.2,0,"Activités créatives, artistiques et de spectacle","500 à 999","Belgique","BEL"
58.9,100,91.6,15,2.6,0,"Agriculture, sylviculture et pêche","500 à 999","Belgique","BEL"
55.2,96,93.4,21,2.5,0,"Enseignement","500 à 999","Belgique","BEL"
77,100,100,26,4.5,0,"Administration publique et santé","500 à 999","Belgique","BEL"
77.9,100,100,20,4.9,1,"Ensemble des secteurs","1000 et plus","Belgique","BEL"
39.9,100,100,28,3.3,0,"Industries extractives","1000 et plus","Belgique","BEL"
67.1,100,100,16,2.8,0,"Industries alimentaire","1000 et plus","Belgique","BEL"
65.2,99.1,98.5,18,3.1,0,"Fabrication de textiles","1000 et plus","Belgique","BEL"
33.7,97.3,93.8,25,2.3,0,"Industrie du papier et du carton","1000 et plus","Belgique","BEL"
45.4,84.7,84.7,21,2.4,0,"Cockefaction et raffinage","1000 et plus","Belgique","BEL"
43.2,100,100,30,3.5,0,"Métallurgie","1000 et plus","Belgique","BEL"
33,95.6,93.2,24,3.2,0,"Fabrication de produits informatiques","1000 et plus","Belgique","BEL"
48,98.2,96.2,25,3.4,0,"Industrie automobile","1000 et plus","Belgique","BEL"
51.2,99.8,97.9,21,3.4,0,"Fabrication de meubles","1000 et plus","Belgique","BEL"
67.1,100,100,20,3.6,0,"Production et distribution d'électricité","1000 et plus","Belgique","BEL"
73.6,100,100,16,3.5,0,"Construction","1000 et plus","Belgique","BEL"
55.5,100,100,14,2.1,0,"Commerce et réparation d'automobiles","1000 et plus","Belgique","BEL"
55.7,100,100,19,2.9,0,"Commerce de gros","1000 et plus","Belgique","BEL"
73.4,100,100,16,2.7,0,"Commerce de détail","1000 et plus","Belgique","BEL"
59.6,100,100,26,3.6,0,"Transports","1000 et plus","Belgique","BEL"
67.9,100,100,20,3.5,0,"Hébergement, Restauration","1000 et plus","Belgique","BEL"
62.2,100,100,21,3.6,0,"Edition, Production de films cinématographiques","1000 et plus","Belgique","BEL"
44.9,100,100,18,2.7,0,"Activités des services financiers","1000 et plus","Belgique","BEL"
66.5,100,100,16,3.5,0,"Activités auxiliaires de services financiers et d'assurance","1000 et plus","Belgique","BEL"
57.4,100,96.8,24,3.6,0,"Activités des organisations associatives","1000 et plus","Belgique","BEL"
40.4,100,100,18,2.6,0,"Activités immobilières","1000 et plus","Belgique","BEL"
55.1,100,100,17,2.5,0,"Activités juridiques et comptables","1000 et plus","Belgique","BEL"
44.3,98.2,90.8,17,2.2,0,"Activités de location","1000 et plus","Belgique","BEL"
58.7,100,100,23,3.8,0,"Activités créatives, artistiques et de spectacle","1000 et plus","Belgique","BEL"
144.3,100,100,4,2.2,0,"Enseignement","1000 et plus","Belgique","BEL"
55.5,100,96.4,24,2.9,0,"Administration publique et santé","1000 et plus","Belgique","BEL"
84.1,100,96.7,21,4,NA,"Ensemble des secteurs","Ensemble","Bulgarie","BGR"
82.4,100,100,21,4.6,NA,"Industries extractives","Ensemble","Bulgarie","BGR"
75.6,100,100,53,5.2,NA,"Industries alimentaire","Ensemble","Bulgarie","BGR"
64,100,95.7,17,3.4,NA,"Fabrication de textiles","Ensemble","Bulgarie","BGR"
64.1,100,100,17,3.5,NA,"Industrie du papier et du carton","Ensemble","Bulgarie","BGR"
20.9,100,95.5,28,3.8,NA,"Cockefaction et raffinage","Ensemble","Bulgarie","BGR"
49.7,100,100,19,5,NA,"Métallurgie","Ensemble","Bulgarie","BGR"
60.3,100,100,15,2.1,NA,"Fabrication de produits informatiques","Ensemble","Bulgarie","BGR"
40.4,100,94.5,30,3.1,NA,"Industrie automobile","Ensemble","Bulgarie","BGR"
48.1,99.5,96.8,26,3.8,NA,"Fabrication de meubles","Ensemble","Bulgarie","BGR"
63.2,99.4,98.8,23,3.7,NA,"Production et distribution d'électricité","Ensemble","Bulgarie","BGR"
58.9,100,100,18,2.5,NA,"Construction","Ensemble","Bulgarie","BGR"
80.2,100,100,14,3.5,NA,"Commerce et réparation d'automobiles","Ensemble","Bulgarie","BGR"
32.9,100,100,19,3,NA,"Commerce de gros","Ensemble","Bulgarie","BGR"
62.3,100,100,15,2.4,NA,"Commerce de détail","Ensemble","Bulgarie","BGR"
71.1,100,100,19,3.8,NA,"Transports","Ensemble","Bulgarie","BGR"
72.4,100,100,19,3.5,NA,"Hébergement, Restauration","Ensemble","Bulgarie","BGR"
67.6,100,100,19,3.5,NA,"Edition, Production de films cinématographiques","Ensemble","Bulgarie","BGR"
77.6,100,100,17,4,NA,"Activités des services financiers","Ensemble","Bulgarie","BGR"
54.7,100,83.3,19,2.9,NA,"Activités auxiliaires de services financiers et d'assurance","Ensemble","Bulgarie","BGR"
45.9,100,100,39,7,NA,"Activités des organisations associatives","Ensemble","Bulgarie","BGR"
68.2,100,100,19,4.1,NA,"Activités immobilières","Ensemble","Bulgarie","BGR"
47.8,88.3,88.3,19,3.6,NA,"Activités juridiques et comptables","Ensemble","Bulgarie","BGR"
51.1,100,100,19,2.9,NA,"Activités de location","Ensemble","Bulgarie","BGR"
63.2,98.9,97.9,10,2.4,NA,"Activités créatives, artistiques et de spectacle","Ensemble","Bulgarie","BGR"
68,100,100,30,2.7,NA,"Agriculture, sylviculture et pêche","Ensemble","Bulgarie","BGR"
38.4,100,100,11,2,NA,"Enseignement","Ensemble","Bulgarie","BGR"
75.2,100,100,33,2.9,NA,"Administration publique et santé","Ensemble","Bulgarie","BGR"
93.9,100,100,24,5,NA,"Ensemble des secteurs","1 à 3","Bulgarie","BGR"
95.9,100,100,18,4.4,NA,"Industries extractives","1 à 3","Bulgarie","BGR"
40,100,100,34,2.8,NA,"Industries alimentaire","1 à 3","Bulgarie","BGR"
66.6,100,90.3,17,2.6,NA,"Fabrication de textiles","1 à 3","Bulgarie","BGR"
73.4,96.3,96.3,22,4.4,NA,"Industrie du papier et du carton","1 à 3","Bulgarie","BGR"
38.2,98.8,98.8,27,3,NA,"Cockefaction et raffinage","1 à 3","Bulgarie","BGR"
76.8,100,87.5,17,2.8,NA,"Métallurgie","1 à 3","Bulgarie","BGR"
62.8,100,100,21,4.4,NA,"Fabrication de produits informatiques","1 à 3","Bulgarie","BGR"
48,99.4,98.3,29,3.7,NA,"Industrie automobile","1 à 3","Bulgarie","BGR"
66.2,100,100,17,2.8,NA,"Fabrication de meubles","1 à 3","Bulgarie","BGR"
50.8,86.7,86.7,13,2.3,NA,"Production et distribution d'électricité","1 à 3","Bulgarie","BGR"
