tx_acc1	taux_acces	taille_equi	secteur_equi	tx_form	part_form	tx_courses	heurstag	h_stag	tx_tpf	TPF	tx_c5a	tx_c5b	tx_c5c	tx_c5d	tx_c5e	tx_c5f	tx_c5g	tx_c5h	tx_c5i	tx_c5autr	tx_c5j	tx_c5k	tx_c5l	tx_d3a	tx_d3b	tx_d3c	tx_d3d	tx_d3e	tx_d3f	tx_d3g	tx_d3h	tx_d3i	tx_d3autr	secteur	secteur_ensemble	Info_secteur	taille
58.7	0.587	7	15	100	1	100	23.1	0.231	3.8	0.038	6.5	11.6	37.6	2.4	6.1	2.4	4.2	2.7	86.3	42.9	1.8	2.7	49.1	34.7	21.1	6.7	15	21.7	0	7.8	34.6	86.1	9.6	Transports	0	Transports terrestres et transport par conduites. par eau. aériens. Entreposage et services auxiliaires des transports. Activités de poste et de courrier	500 à 999 salariés
144.3	1.443	7	16	100	1	100	4.2	0.042	2.2	0.022	9.5	0	62.4	20.5	23.2	0	10.2	7.7	69.3	34	4.8	5.1	34	32.9	17.4	15.1	8	45.5	22.5	17.5	46.7	74.4	7.8	Hébergement. Restauration	0	Hébergement. Restauration	500 à 999 salariés
55.5	0.555	7	17	100	1	96.4	23.5	0.235	2.9	0.029	33.2	47.9	55.8	3.7	15.4	3.7	0	11.7	55.2	25.2	0	0	25.2	11.7	15.3	9.8	13.1	24.5	2.6	20.2	33.7	81.3	6.2	Edition. Production de films cinématographiques	0	"Edition. Production de films cinématographiques. de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale. Programmation et diffusion. Télécommunications. Programmation. conseil et autres activités informatiques. Services d'information"	500 à 999 salariés
84.1	0.841	7	18	100	1	96.7	20.8	0.208	4	0.04	28.1	4.8	58.5	8.7	31	0	0	20.1	65.5	27.8	10.5	0	27.8	26.1	18.2	7.9	6.4	15.3	9.7	19.9	37.1	76	9.4	Activités des services financiers	0	Activités des services financiers. hors assurance et caisses de retraite. Assurance	500 à 999 salariés
82.4	0.824	7	19	100	1	100	21.3	0.213	4.6	0.046	0	15.6	78.9	0	42.2	0	0	21.1	89.4	42.2	10.6	0	42.2	31.7	21.1	0	21.1	21.1	10.6	0	21.1	100	10.6	Activités auxiliaires de services financiers et d'assurance	0	Activités auxiliaires de services financiers et d'assurance	500 à 999 salariés
75.6	0.756	7	20	100	1	100	52.5	0.525	5.2	0.052	0	0	29.1	38.6	19.4	0	0	0	90.4	28.9	9.6	0	28.9	0	0	0	0	28.9	0	0	28.9	58	0	Activités des organisations associatives	0	Activités des organisations associatives	500 à 999 salariés
64	0.64	7	21	100	1	95.7	16.8	0.168	3.4	0.034	10.9	11.4	65.1	3.8	9.8	0	11.4	0	93.8	25.6	7.1	0	30.1	26.6	35.4	7.9	11.6	16.8	14.8	14.7	30	82.6	0	Activités immobilières	0	Activités immobilières. Réparation d'ordinateurs et de biens personnels et domestiques. Autres services personnels	500 à 999 salariés
64.1	0.641	7	22	100	1	100	17.4	0.174	3.5	0.035	26.5	17.2	43	13.1	15.1	1.6	0	31	74.6	20.7	17.3	0	22.6	25.1	27.4	7.1	17.6	18.9	3.5	11.6	37.2	73.6	8.9	Activités juridiques et comptables	0	"Activités juridiques et comptables. Activités des sièges sociaux ; conseil de gestion. Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques. Publicité et études de marché. Autres activités spécialisées. scientifiques et techniques. Activités vétérinaires"	500 à 999 salariés
20.9	0.209	7	23	100	1	95.5	27.9	0.279	3.8	0.038	12.2	4.7	48.7	8	25.1	0	8.4	8.1	62.1	29.2	3.2	5.6	29.2	17	12.8	8.4	6.8	20.3	2.6	10.9	24.4	73.6	5.8	Activités de location	0	Activités de location et location-bail. Activités liées à l'emploi. Activités des agences de voyage. voyagistes. services de réservation et activités connexes. Enquêtes et sécurité. Services relatifs aux bâtiments et aménagement paysager. Activités administratives et autres activités de soutien aux entreprises	500 à 999 salariés
49.7	0.497	7	24	100	1	100	19	0.19	5	0.05	0	0	35	23.4	35	0	11.7	11.7	61.7	26.6	0	0	26.6	38.3	23.4	15	38.3	38.3	0	50	26.6	88.3	15	Activités créatives. artistiques et de spectacle	0	Activités créatives. artistiques et de spectacle. Bibliothèques. archives. musées et autres activités culturelles. Organisation de jeux de hasard et d'argent. Activités sportives. récréatives et de loisirs	500 à 999 salariés
60.3	0.603	7	25	100	1	100	14.6	0.146	2.1	0.021	33.3	0	100	0	33.3	0	0	33.3	66.7	33.3	0	0	33.3	33.3	0	0	0	66.7	33.3	33.3	33.3	100	33.3	Agriculture. sylviculture et pêche	0	Culture et production animale. chasse et services annexes. Sylviculture et exploitation forestière. Pêche et aquaculture	500 à 999 salariés
40.4	0.404	7	26	100	1	94.5	29.8	0.298	3.1	0.031	17.9	0	38	17.3	24.1	6.7	0	39.7	50.8	24.2	0	0	24.2	6.4	12.8	12.4	12.4	10.5	0	12.8	35.7	54.4	6	Enseignement	0	Enseignement	500 à 999 salariés
48.1	0.481	7	27	99.5	0.995	96.8	25.8	0.258	3.8	0.038	9.4	4.2	46.7	18.9	1	4.8	13.6	2.4	83.7	37.7	5.1	0	37.7	25.8	30.5	7.5	9.4	30	5.4	19.4	49.1	87.6	9	Administration publique et santé	0	"Administration publique et défense ; sécurité sociale obligatoire. Activités pour la santé humaine. Hébergement médico-social et social. Action sociale sans hébergement"	500 à 999 salariés
63.2	0.632	8	0	99.4	0.994	98.8	23	0.23	3.7	0.037	10.9	11.5	53.7	10.4	22.7	3.3	4.8	10.5	73.4	33.3	2.9	0.9	34.8	22.1	19	5.6	7.1	19.7	3	16.1	33.5	78	7.4	Ensemble	1	Ensemble	1000 salariés et plus
58.9	0.589	8	1	100	1	100	17.8	0.178	2.5	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Industries extractives	0	Extraction de houille et de lignite. Extraction d'hydrocarbures. Extraction de minerais métalliques. Autres industries extractives. Services de soutien aux industries extractives	1000 salariés et plus
80.2	0.802	8	2	100	1	100	14.1	0.141	3.5	0.035	11.4	3.9	55.7	1.9	24.9	3.8	0	7.5	71.2	31.1	1.9	1.9	31.1	21.1	11.6	7.9	7.7	23.4	5.8	17.3	34.9	84.9	7.7	Industries alimentaire	0	Industries alimentaires. Fabrications de boissons. Fabrication de produits à base de tabac	1000 salariés et plus
32.9	0.329	8	3	100	1	100	19.4	0.194	3	0.03	0	0	50	0	0	0	0	50	100	50	0	0	50	75	50	0	0	25	0	25	100	100	25	Fabrication de textiles	0	Fabrication de textiles. Industrie de l'habillement. Industrie du cuir et de la chaussure	1000 salariés et plus
62.3	0.623	8	4	100	1	100	15	0.15	2.4	0.024	66.7	0	33.3	0	0	0	33.3	0	66.7	0	0	0	0	0	0	0	0	66.7	0	0	0	33.3	0	Industrie du papier et du carton	0	Industrie du papier et du carton.  Imprimerie et reproduction d'enregistrements	1000 salariés et plus
71.1	0.711	8	5	100	1	100	19.3	0.193	3.8	0.038	9.9	5.9	51.3	13.8	17.6	0	5.9	21.6	86.3	33.3	2	0	33.3	25.3	21.5	2	13.7	17.7	2	21.5	27.4	88.2	6	Cockefaction et raffinage	0	Cockefaction et raffinage. Industrie chimique et pharmaceutique. Fabrication de produits en caoutchouc et en plastique. Fabrication d'autres produits minéraux non métalliques	1000 salariés et plus
72.4	0.724	8	6	100	1	100	19.1	0.191	3.5	0.035	4.5	0	56.8	0	4.7	14.2	0	19	90	38	0	0	38	19	19	0	19	47.5	0	33.3	42.8	85.8	4.7	Métallurgie	0	Métallurgie. Fabrication de produits métalliques. à l'exception des machines et des équipements	1000 salariés et plus
67.6	0.676	8	7	100	1	100	19.4	0.194	3.5	0.035	9.9	16.4	55.6	5	3.1	6.6	0	24.6	85.5	47.6	1.7	0	49.2	19.8	9.9	5	11.7	28.1	1.7	14.9	24.7	78.9	6.6	Fabrication de produits informatiques	0	Fabrication de produits informatiques. électroniques et optiques. d'équipements électriques.  machines et équipements n.c.a.. Réparation et installation de machines et d'équipements	1000 salariés et plus
77.6	0.776	8	8	100	1	100	17.4	0.174	4	0.04	14.8	14.6	50.1	2.9	0	8.7	0	23.6	82.3	52.8	0	0	52.8	23.5	11.8	3	5.9	14.6	2.9	20.7	32.3	79.5	14.7	Industrie automobile	0	Industrie automobile. Fabrication d'autres matériels de transport	1000 salariés et plus
54.7	0.547	8	9	100	1	83.3	18.6	0.186	2.9	0.029	39.4	0	40.4	20.2	20.2	0	0	20.2	79.8	59.6	0	0	59.6	16.8	0	0	0	0	0	16.8	33.5	83.2	0	Fabrication de meubles	0	"Fabrication de meubles. Autres industries manufacturières. Travail du bois et fabrication d'articles en bois et en liège. à l'exception des meubles ; fabrication d'articles en vannerie et sparterie"	1000 salariés et plus
45.9	0.459	8	10	100	1	100	38.6	0.386	7	0.07	19.4	5	48.3	11.9	4.7	0	5	0	79.6	36.2	0	0	41.2	10.9	10	4.7	10	9.7	0	4.7	11.9	89.1	4.7	Production et distribution d'électricité	0	"Production et distribution d'électricité. de gaz. de vapeur et d'air conditionné. Captage. traitement et distribution d'eau. Collecte et traitement des eaux usées. Collecte. traitement et élimination des déchets ; récupération. Dépollution et autres services de gestion des déchets"	1000 salariés et plus
68.2	0.682	8	11	100	1	100	19.3	0.193	4.1	0.041	11.6	6.4	49.5	0	8.6	2.6	8.7	4.7	80.9	45.4	0	0	53.1	17.6	21.7	6.9	7.1	26.2	9.2	19.3	24.3	64.8	2.6	Construction	0	Construction de bâtiments. Génie civil. Travaux de construction spécialisés	1000 salariés et plus
47.8	0.478	8	12	88.3	0.883	88.3	18.6	0.186	3.6	0.036	0	14.1	67	0	52.9	0	0	0	55.6	39.6	0	0	39.6	27.4	13.3	0	0	0	27.4	27.4	38.8	81.1	0	Commerce et réparation d'automobiles	0	Commerce et réparation d'automobiles et de motocycles	1000 salariés et plus
51.1	0.511	8	13	100	1	100	18.8	0.188	2.9	0.029	13.7	12.5	55.9	8.5	40.9	1.5	5.4	16.8	63.3	18.3	3.3	0	24.3	26.6	16.8	6.8	6.3	17	3.2	20.4	31.7	70.8	4.5	Commerce de gros	0	Commerce de gros. à l'exception des automobiles et des motocycles	1000 salariés et plus
63.2	0.632	8	14	98.9	0.989	97.9	10.2	0.102	2.4	0.024	5.8	4.5	62.6	18	59	3.6	2.4	11.4	55.2	27.3	1.1	0	29.7	23.2	17.3	8.8	3.4	23.5	4.8	13.7	32.3	84.4	7.7	Commerce de détail	0	Commerce de détail. à l'exception des automobiles et des motocycles	1000 salariés et plus
68	0.68	8	15	100	1	100	29.7	0.297	2.7	0.027	7.6	10.9	53.8	12	12	0	1.6	12.3	70.1	46.9	0	3.2	48.4	22.1	17.4	3.6	14.6	16.2	1.5	16.4	20	78.7	15.8	Transports	0	Transports terrestres et transport par conduites. par eau. aériens. Entreposage et services auxiliaires des transports. Activités de poste et de courrier	1000 salariés et plus
38.4	0.384	8	16	100	1	100	10.6	0.106	2	0.02	7.9	3.9	45.2	3.9	14.7	0	0	0	50.4	35.8	10.9	0	35.8	14.6	3.9	0	0	19.6	0	6.8	22.5	72.8	7.9	Hébergement. Restauration	0	Hébergement. Restauration	1000 salariés et plus
75.2	0.752	8	17	100	1	100	32.8	0.328	2.9	0.029	30.3	64.3	53.6	11.2	15.2	1.5	0	18	63.1	15	1.5	0	15	23	7.7	9.1	7.8	10.8	3	6.2	26	68.4	4.7	Edition. Production de films cinématographiques	0	"Edition. Production de films cinématographiques. de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale. Programmation et diffusion. Télécommunications. Programmation. conseil et autres activités informatiques. Services d'information"	1000 salariés et plus
93.9	0.939	8	18	100	1	100	24.1	0.241	5	0.05	8.4	7.2	52.9	3	64.3	1.9	2.6	6.4	75.8	27.9	2.1	0	28.5	20	14.7	3.9	2.1	11.1	0	9.1	22.3	67.2	4.8	Activités des services financiers	0	Activités des services financiers. hors assurance et caisses de retraite. Assurance	1000 salariés et plus
95.9	0.959	8	19	100	1	100	17.6	0.176	4.4	0.044	0	9.9	58	0	29	0	0	19.9	58	51.1	0	0	51.1	23	42	0	19	9.9	0	9.1	29	80.1	0	Activités auxiliaires de services financiers et d'assurance	0	Activités auxiliaires de services financiers et d'assurance	1000 salariés et plus
40	0.4	8	20	100	1	100	33.8	0.338	2.8	0.028	0	24.7	78.8	0	13.9	0	19.5	0	100	20.8	0	0	20.8	0	66.7	21.2	0	44.1	0	20.8	86.1	86.1	19.5	Activités des organisations associatives	0	Activités des organisations associatives	1000 salariés et plus
66.6	0.666	8	21	100	1	90.3	16.8	0.168	2.6	0.026	15.2	14.8	77.8	7.4	56.3	0	14.8	0	36.4	33.6	0	0	33.6	33.2	6.7	7	18	18	0	16.8	33.2	93.3	9.7	Activités immobilières	0	Activités immobilières. Réparation d'ordinateurs et de biens personnels et domestiques. Autres services personnels	1000 salariés et plus
73.4	0.734	8	22	96.3	0.963	96.3	21.9	0.219	4.4	0.044	15.6	15.8	62.6	5	23.4	0	0	19.1	80.3	34.2	4.7	0	39.6	25.1	28.3	3	14.6	18.6	1.3	16.1	37.8	78.8	7.6	Activités juridiques et comptables	0	"Activités juridiques et comptables. Activités des sièges sociaux ; conseil de gestion. Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques. Publicité et études de marché. Autres activités spécialisées. scientifiques et techniques. Activités vétérinaires"	1000 salariés et plus
38.2	0.382	8	23	98.8	0.988	98.8	26.8	0.268	3	0.03	7.1	10.8	48.7	8.4	13.4	6.3	2.5	4.9	73.3	29.8	5.2	5.2	29.8	25.6	22.5	10.6	2.3	13	3.7	18.2	28.3	67.4	6.3	Activités de location	0	Activités de location et location-bail. Activités liées à l'emploi. Activités des agences de voyage. voyagistes. services de réservation et activités connexes. Enquêtes et sécurité. Services relatifs aux bâtiments et aménagement paysager. Activités administratives et autres activités de soutien aux entreprises	1000 salariés et plus
76.8	0.768	8	24	100	1	87.5	16.9	0.169	2.8	0.028	0	8.6	73.1	21.3	8.6	9.7	9.7	24	81.7	26.8	0	0	26.8	25	12.5	15.1	8.5	6.6	0	27.6	17	91.5	29.5	Activités créatives. artistiques et de spectacle	0	Activités créatives. artistiques et de spectacle. Bibliothèques. archives. musées et autres activités culturelles. Organisation de jeux de hasard et d'argent. Activités sportives. récréatives et de loisirs	1000 salariés et plus
62.8	0.628	8	26	100	1	100	21.4	0.214	4.4	0.044	22.1	0	52	13	12.9	0	26	48.1	74	13	0	0	13	39	26	12.9	26.1	13	0	12.9	39	65	13	Enseignement	0	Enseignement	1000 salariés et plus
48	0.48	8	27	99.4	0.994	98.3	29.1	0.291	3.7	0.037	8.8	5	48.8	24	0	4.8	14.2	0	79.5	36.3	6.1	1.1	36.8	20.2	29.5	4.5	4.9	28.7	4	19.3	57.5	88.7	8	Administration publique et santé	0	"Administration publique et défense ; sécurité sociale obligatoire. Activités pour la santé humaine. Hébergement médico-social et social. Action sociale sans hébergement"	1000 salariés et plus

